"","microbe","Comparison","deseq_LFC","deseq_padj","M2_coef","M2_padj","Num_not_zero"
"206","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis","SexF",-1.71055118737673,0.902187636768525,-1898.51246510749,0.107513997808933,43
"207","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans","SexF",-0.517173333244955,0.99953461720537,-616.974159351273,0.124400934720831,52
"208","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_182","SexF",24.2776005190536,4.00366772394197e-05,24.9208304689097,0.960956486926275,18
"209","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_471","SexF",-1.93827309106684,NA,6.75799759263305,0.960956486926275,32
"210","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Sellimonas|s__Sellimonas_intestinalis","SexF",-1.66021888393486,0.982563885939453,-38.9577208141278,0.915358240448981,23
"211","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Tyzzerella|s__Tyzzerella_nexilis","SexF",-3.24673033228977,0.973580958225409,-23.2661513223829,0.00330751861712797,10
"212","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_57_20","SexF",27.7497039962687,2.01792758816823e-28,38.3801108723542,0.505129910121507,45
"213","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_CAG_241","SexF",-0.0588453010330643,0.99953461720537,-29.5119640563702,0.75952734405348,28
"214","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Intestinibacter|s__Intestinibacter_bartlettii","SexF",0.690321842940836,0.99953461720537,-33.4669406401549,0.916713825726035,45
"215","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_ilealis","SexF",0.136278656062656,NA,0.11655587337815,0.960956486926275,13
"216","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens","SexF",0.939000473768448,0.973580958225409,-37.5196031803243,0.883947629234198,51
"217","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An250","SexF",6.30237176030243,0.60429033303645,5.82964513486361,0.879935050964449,16
"218","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis","SexF",-0.363915696057539,0.99953461720537,-4.8178087694204,0.948664623979939,23
"219","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii","SexF",0.102804825742714,0.99953461720537,-1870.08100518448,0.38131452135451,66
"220","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_plautii","SexF",-1.71411358417474,0.798934015440576,-124.088061888669,0.75952734405348,46
"221","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger|s__Gemmiger_formicilis","SexF",-0.935642133849617,0.902187636768525,-112.109445646732,0.16094382297225,58
"222","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Clostridium_leptum","SexF",-2.53976324111479,0.612163277747207,-170.325391511121,0.16094382297225,46
